employee_id,nama,tanggal_bergabung,tanggal_isi_survei,jenis_kelamin,usia,pendidikan_terakhir,status_pernikahan,jumlah_tanggungan,departemen,jabatan,lama_bekerja_tahun,tipe_perusahaan,ukuran_perusahaan,rentang_gaji,status_wfh,jenis_shift,jam_kerja_per_hari,jam_lembur_per_hari,hari_kerja_per_minggu,frekuensi_meeting_per_hari,beban_kerja_persepsi,jumlah_deadline_per_minggu,jam_tidur_per_hari,kualitas_tidur,waktu_tidur_malam,jam_istirahat_siang,frekuensi_olahraga_per_minggu,durasi_olahraga_menit,jam_layar_per_hari,konsumsi_kafein_per_hari,status_merokok,pola_makan,tingkat_stres,tingkat_kecemasan,tingkat_depresi,motivasi_kerja,kepuasan_kerja,work_life_balance,produktivitas_diri,kemampuan_konsentrasi,dukungan_sosial_rekan,dukungan_atasan,keluhan_fisik_utama,riwayat_kesehatan_mental,akses_layanan_kesehatan_mental,frekuensi_konflik_kerja,keamanan_pekerjaan,kebijakan_mh_perusahaan,status_kesehatan_mental,deskripsi_keluhan,tingkat_burnout
kry_15895,N/A,4/12/2020,22-Feb-26,Perempuan,25.58,s1,Menikah,2,ENGINEERING,Akuntan,3.17,Startup,51-200 orang,8-12 juta,Ya,Fleksibel,,2.1,5.69,3,Sangat Berat,2,6.71,5.85,> 02:00,0.68,0.03,,5.72,1,Ya,Cukup,7.09,8.86,8.4,4.96,4.85,3.9,7.47,4.82,1.13,2.49,Mata Lelah,Anxiety,Pernah,3.92,Cukup Aman,Ada dan Efektif,OK,stress karena deadline,0.87
KRY10205,Harimurti Narpati,,23-Sep-23,P,19.26,S1,Cerai,,Engineering,Operations Staff,3.11,Corporate,51-200 orang,3-5jt,N/A,Fleksibel,8.58,,5.41,,Ringan,4,5.93,1,11 malam,?,1.83,24.54,13.29,1,Tidak,Baik,6.49,4.27,4.81,6.65,3.76,3.63,6.27,5.67,5.86,2,Sakit Perut,Burnout Sebelumnya,,7.94,Aman,Ada tapi Jarang Dipakai,Tidak Baik,CAPE BANGET,
E17181,Naradi Simanjuntak,10-Dec-18,6/14/2018,male,35.07,SMA/SMK,Menikah,2,Lainnya,Software Engineer,0.31,BUMN,> 1000 orang,8-12 juta,Hybrid,Morning,9.63,1.58,5.33,1,Sedang,2,7.28,7.16,Tidak Tentu,1.13,2.51,39.63,8.43,2,Tidak,cukup,5.6,5.67,4.57,9.82,4.25,12.61,8.38,1.35,4.24,8.31,Kelelahan Fisik,Tidak Ada,Ya,5.07,Sangat Khawatir,,okay,kadang2 stress,0.38
emp-17983,Uli Waluyo,11/1/2022,4/7/2021,Laki-laki,24.55,S1,Cerai,1,IT,Sales Executive,13.47,Startup,10-50 orang,,Tidak,-,10.92,0.76,6.47,3,Ringan,3,6.42,6.83,Tidak Tentu,1.08,0.84,45.69,9.85,2,Tidak,Sangat Buruk,7.82,6.22,1,6.41,8.3,7.05,6.73,6.61,3.17,,Sakit Punggung,Tidak Pernah Didiagnosis,Ya,1.39,Sangat Tidak Aman,tidak ada,Cukup Baik,sering merasa lelah,0.54
E17022,Cawuk Sinaga,23-06-2018,7/2/2026,laki-laki,18.09,Sarjana,Belum Menikah,1,Ops,Data Analyst,,BUMN,501-1000 orang,,Ya,Fleksibel,6.34,2.33,4.86,5,Normal,1,7.96,4.01,tidak tentu,0.79,0.28,30.86,8.06,2,Iya,Sering Skip Makan,N/A,6.72,3.31,6.31,5.37,3.96,9.04,7.71,6.22,9.51,Mata Perih,Tidak Tahu,Tidak,-4.78,Aman,Tidak Tahu,Baik,baik-baik saja,0.38
ID12364,Dt. Wawan Najmudin,,6/4/2022,Laki-laki,24.56,S1,Cerai,1,Lainnya,Backend Developer,1.51,BUMN,Kecil,12-20 juta,Iya,Fleksibel,,,6.56,4,Sedang,2,9.41,4.41,00:00-01:00,4.65,1.97,23.03,7.38,,Tidak,Buruk,9.82,4.73,-4.82,60.51,6.28,5.2,,,7.84,2.38,Sakit Kepala,Tidak,Pernah,9.73,Netral,Tidak,Baik,gaji tidak cukup,0.71
E26029,"drg. Danuja Maryati, S.Gz",7/14/2024,4-Jun-18,P,29.45,D3,Belum Menikah,0,Sales,Customer Service,4.42,Swasta,201-500 orang,dibawah UMR,T,Fleksibel,10.12,0.4,5.56,,Sangat Ringan,4,8.49,6.49,01:00-02:00,0.54,0.4,50.62,6.7,1,Tidak,Sehat,5.79,3.68,,1.58,?,7.24,9.19,,7.17,5.96,susah tidur,tidak ada,Sedang Menjalani,5.71,Sangat Tidak Aman,Ada dan Efektif,Baik,mood swing,0.99
emp-1697,"Amalia Putra, S.H.",7/1/2024,2-May-22,Perempuan,22,S1,Cerai,2,operasional,HR Staff,5.68,STARTUP,501-1000 orang,> 30 juta,Hybrid,Night Shift,9.35,0.87,4.57,,Berat,,5.29,5.27,> 02:00,0.79,2.11,37.25,4.98,,Tidak,teratur,6.88,7.71,2.41,5.99,8.69,6.35,2.67,8.98,6.38,1.27,Tidak,Tidak Tahu,Tidak,3.17,Sangat Aman,Ada,Bad,,0.46
E2875,,tidak ingat,16-12-2024,lk,28.78,S2,Belum Menikah,2,,Marketing Staff,0.1,,10-50 orang,3-5 juta,,08:00-17:00,8.21,3.51,6.22,2,Ringan,5,,8.72,22:00-23:00,0.93,0.95,,10.48,,Ya,Cukup,5.2,,6.63,57,4.51,3.37,9.85,5.82,7.35,4.48,,anxiety,Sudah Pernah,6.04,Aman,Ya,Cukup,,0.56
kry_20650,Ikin Lazuardi,14/09/2018,26-01-2020,Perempuan,,S1,Menikah,2,Marketing,Staff,1,Corporate,501-1000 orang,3jt-5jt,Campuran,Pagi,9.94,0.12,5.65,3,Berat,3,5.61,5.58,> 02:00,1.04,2.51,53.04,6.71,3,Tidak,Buruk,8.44,7.94,5.27,5.49,6.2,8.11,,5.26,5.29,7.97,Tidak Ada,tidak mau menyebutkan,Tidak,3.11,Sangat Aman,ada,Cukup,kadang2 stress,unknown
EMP13653,Cakrawala Anggriawan,tidak ingat,1/10/2026,Perempuan,26.67,S2,Belum Menikah,1,Finance,Backend Developer,1.96,Corporate,< 10 orang,tidak mau menyebutkan,Tidak,Siang,11.17,2.17,4.59,8,Berat,1,6.68,7.06,jam 10,1.31,1.04,59.37,7.5,0,Tidak,Buruk,,5.43,9.42,7.9,6.6,6.27,6.32,4.06,5.56,38.59,Sakit Kepala,Anxiety,Belum Pernah,2.46,Aman,,Cukup,anxiety tinggi,0.7
kry_14161,"Dt. Kalim Pertiwi, S.T.",8/10/2019,3/30/2023,P,33.01,sma,Belum Menikah,3,Ops,Lainnya,1.95,Freelance,501-1000 orang,tidak mau menyebutkan,Y,Fleksibel,7.04,0.87,2.49,7,Sedang,5,6,5.61,tidak tentu,,-0.58,32.91,9.7,,Tidak,Sehat,5.2,4.2,4.24,3.73,3.41,4.85,6.73,5.7,7.82,7.67,None,Tidak Ada,Tidak Tahu Ada,4.17,Aman,Ada tapi Tidak Efektif,Cukup Baik,burnout parah,0.59
E29576,Drs. Kasiyah Prayoga,6/15/2019,27/09/2018,PEREMPUAN,33.56,S3,Belum Menikah,0,Customer Service,HR Specialist,2.78,Corporate,51-200 orang,5-8 juta,Tidak,Siang,10.78,2.17,5.29,3,tidak tahu,6,,8.63,22:00-23:00,0.37,0.84,18.99,6.44,0,Ya,Sangat Buruk,6.37,10,1,6.66,2.42,6.54,5.61,5.19,3.52,5.65,Sakit Kepala,Tidak Tahu,Tidak Ada Akses,4.81,Tidak Aman,Tidak Ada,Baik,CAPE BANGET,
EMP04723,Cawisadi Sitompul,12/5/2019,10/5/2018,Perempuan,29.18,SMA/SMK,menikah,1,Engineering,HR Staff,0.36,Startup,201-500 orang,3-5 juta,Ya,Pagi,10.59,0.3,5.1,7,Sedang,,-6.78,4.94,00:00-01:00,0.83,1.95,43.32,12.47,0,Tidak,Teratur,5.38,5.89,3.76,1.91,3.98,,8.32,5.48,10,5.18,Sakit Kepala,Tidak Ada,Tidak,20.75,tidak aman,Tidak Tahu,Cukup,gaji tidak cukup,0.53
kry_11119,,11/1/2019,4/2/2019,Perempuan,28.4,S2,Menikah,1,finance,,8.99,STARTUP,51-200 orang,3-5 juta,,Fleksibel,9.7,,6.04,0,Berat,3,4.19,7.8,21:00-22:00,0.7,2.56,29.81,8.7,4,Tidak,baik,5.89,4.97,,5.61,6.35,,4.51,5.65,5.81,7.08,Sakit Kepala,Anxiety,Sedang Menjalani,,Aman,Tidak Ada,Cukup Baik,kerja terlalu banyak,0.42
emp-0018,Wasis Namaga,,1/5/2020,Perempuan,31.2,S1,Menikah,2,IT,Team Lead,1.7,Swasta,< 10 orang,12-20 juta,hybrid,Pagi,13.54,0.72,6.51,3,Ringan,3,8.46,6.29,21:00-22:00,,3.24,659.93,9.56,4,ya,Baik,8.81,8.67,4.53,1.9,1.69,5.36,,8.35,6.84,6.1,tidak ada,tidak ada,Tidak,5.87,Cukup Aman,Tidak Tahu,Parah,gaji tidak cukup,0.52
E11798,"Bagya Saputra, S.I.Kom",5/13/2025,9/19/2021,Laki-laki,30.44,S2,Lajang,0,Customer Service,HR Staff,3.41,,> 1000 orang,8-12 juta,Kadang,Pagi,8.03,3.02,6.09,2,Ringan,5,7.15,2.39,00:00-01:00,0.87,0.39,52.85,11.19,1,tidak,Teratur,8.23,8.15,5.62,,8.14,4.94,5.97,5.66,5.8,N/A,None,Pernah Depresi,Tidak,2.22,Tidak Aman,Ada dan Efektif,Baik,hubungan dengan atasan buruk,0.67
EMP26916,Dt. Kemal Hassanah,29-05-2023,28-May-21,Perempuan,26.57,S1,Menikah,2,Finance,Frontend Developer,2.37,startup,<10,8-12jt,,Fleksibel,11.08,0.4,4.92,6,Sedang,16.31,7.62,3.11,tidak tentu,0.51,0.99,30.54,10.24,1,Ya,Sehat,4.37,6.33,6.96,4.83,4.53,4.98,4.97,5.74,4.11,5.69,Mata Lelah,Kecemasan,Sedang Menjalani,6.03,Sangat Aman,Kurang Tahu,Baik,anxiety tinggi,0.29
ID16437,Emin Puspita,13/05/2025,6/13/2023,Laki-laki,37.04,SMA/SMK,Belum Menikah,,Engineering,Graphic Designer,,startup,501-1000 orang,8-12 juta,Kadang,Morning,11.26,0.43,3.62,2,berat,2,5.69,3.52,21:00-22:00,1.47,4.25,36.61,11.59,,Tidak,Jarang Makan,9.71,,,5.95,,4.73,n/a,,5.98,1.67,Sakit Kepala,Kecemasan,Belum Pernah,4.16,Sangat Aman,Ya,,tim tidak supportif,0.96
KRY09609,Mutia Nurdiyanti,1/30/2025,23-Feb-24,Perempuan,25.92,S1,Married,2,,Operations Staff,,WFH,51-200 orang,12-20 juta,ya,Pagi,10.02,4.58,4.71,4,Berat,1,5.17,6.13,> 02:00,1.42,1.75,20.1,6.45,2,Ya,tidak tahu,4.02,7.19,7.58,8.7,-2.35,,6.09,,4.34,21.92,Tidak Ada,Tidak Pernah Didiagnosis,Tidak Ada Akses,2.01,Khawatir,Tidak Tahu,Cukup,merasa tidak dihargai,0.66
ID10876,,0000-00-00,23-Dec-18,perempuan,35.37,S1,Duda,2,IT,Scrum Master,0.12,Corporate,501-1000 orang,3-5 juta,Hybrid,siang,,,4.51,0,Overwhelmed,2,7.06,10,00:00-01:00,5.94,1.73,,11.71,2,Tidak,Tidak Teratur,6.11,5.91,,5.12,3.8,10,2.72,unknown,3.89,8.81,Sakit Kepala,Tidak,Tidak,3.72,Cukup Aman,Tidak Ada,Cukup,CAPE BANGET,1
20575,Kasiran Sihombing,11-Feb-25,17-Mar-26,Perempuan,23.07,D3,Married,3,operasional,Supervisor,6.76,Startup,Besar,20-30 juta,Hybrid,Siang,80.08,0.65,,5,sangat berat,,30.24,3.12,11 malam,0.86,10.24,,10.57,,Ya,Baik,7.78,10,2.54,7.63,4.7,5.69,3.97,5.31,6.68,6.07,Pusing,Tidak Ada,Tidak,4.77,Cukup Aman,Ada tapi Tidak Efektif,Buruk,,0.77
KRY19697,Mulyono Hakim,2/6/2020,24/09/2025,Wanita,33.23,S2,Belum Menikah,1,,Customer Service,9.08,corporate,< 10 orang,> 30 juta,ya,Fleksibel,7.51,0.2,5.61,4,Berat,4,,3.04,jam 11,0.96,3.11,45.69,10.64,1,Tidak,Sangat Buruk,7.65,8.07,2.96,3.82,5.52,8.64,2.93,4.5,6.04,5.84,Sakit Punggung,Tidak Ada,Ya,1.05,Netral,Tidak Ada,Good,hubungan dengan atasan buruk,
ID15571,Tgk. Cinthia Prastuti,,3/30/2026,P,22.11,,Belum Menikah,3,Engineering,Data Analyst,4.11,Corporate,501-1000 orang,3-5 juta,Hybrid,pagi,11.51,3.49,5.01,0,Ringan,5,7.96,8.86,tidak tentu,1.7,6.5,,?,1,Tidak,Tidak Teratur,4.37,8.95,5.95,6.66,5.89,1,,7.3,8.06,5.75,Sakit Kepala,Kecemasan,Belum Pernah,3.71,Aman,Tidak Ada,Sangat Buruk,-,0.75
emp-22953,drg. Eka Prasetya,,4/6/2022,female,28.65,D3,Belum Menikah,0,IT,Project Manager,2.33,Pemerintah,501-1000 orang,12-20 juta,Tidak,Flexible,4.86,0.96,5.69,3,Ringan,0,5.31,4.49,Tidak Tentu,0.27,3.87,38.17,5.48,3,Tidak,Sehat,6.76,2.24,4.07,3.64,6.7,9.45,5.81,5.99,8.27,7.77,Tidak Ada,Tidak Tahu,Tidak,2.77,Aman,Kurang Tahu,Baik,susah fokus kerja,0.72
EMP10647,Hana Nuraini,0000-00-00,10-Nov-24,cewe,42.25,sma,Belum Menikah,2,Customer Service,HR Specialist,1.32,Lainnya,> 1000 orang,8-12 juta,Ya,08:00-17:00,11.28,0.24,5.76,3,Sedang,3,5.9,5.47,jam 11,1.29,4.19,14.87,8.44,5,Kadang,Cukup,6.56,8.35,3.91,3.28,,1.71,6.96,5.52,8.03,2.47,Insomnia,Tidak Ada,Ya,4.47,Aman,Tidak Ada,Cukup,,0.6
kry_24620,Bakda Firmansyah,7-Jul-20,17-Feb-25,L,31.01,S1,,0,engineering,Technical Support,5.58,Freelance,> 1000 orang,12-20 juta,tidak,Pagi,9.71,0.52,4.15,2,Medium,2,97.59,7.99,jam 12,,0.66,51.57,tidak tahu,1,Merokok,Baik,6.03,5.44,tidak tahu,6.25,4.39,2.52,-6.8,,4.96,32.86,lelah,Tidak Ada,Ya,3.43,Aman,Tidak Ada,Cukup Baik,merasa tertekan,0.87
ID3462,Lalita Kusmawati,6-Sep-21,17-09-2018,lk,42.28,s1,menikah,0,Product,HR Manager,1.56,corporate,201-500 orang,-,Kadang,Pagi,16,0.56,4.95,4,sangat berat,7,6.33,,tidak tentu,0.64,0.52,35.61,,1,Tidak,Buruk,7.94,4.57,,,2.17,,8.07,,7.65,4.56,Kelelahan Fisik,PTSD,Tidak,8.83,Cukup Aman,Tidak Ada,okay,mood swing,0.35
EMP13769,Bella Permata,24-Dec-24,8/7/2025,Laki,,S1,MENIKAH,2,GA,Data Analyst,1.86,Corporate,201-500 orang,12-20 juta,Ya,Pagi,8.84,4.42,5.05,3,Tinggi,2,8.1,4.81,23:00-00:00,0.63,5.33,427.71,11.43,3,Tidak,Cukup,7.7,3.05,4.54,9.1,6.24,4.68,5.17,7.97,7.27,7.85,Sakit Punggung,Kecemasan,Sedang Menjalani,1,Cukup Aman,Ada tapi Tidak Efektif,Baik,mood swing,0.53
ID14541,"Salimah Laksmiwati, S.Pd",tidak ingat,10/31/2024,male,22.81,S2,Married,1,Procurement,Data Scientist,2.25,Korporat,tidak tahu,<3jt,ya,fleksibel,5.01,3.09,5.79,6,Heavy,3,4.27,6.34,23:00-00:00,0.99,6.11,37.74,9.63,-3,Tidak,Tidak Teratur,7.03,1,3.56,19.16,4.53,3.16,5.66,3.76,4.84,,Tidak Ada,Tidak Pernah Didiagnosis,Tidak Tahu Ada,7.26,Sangat Aman,Tidak Ada,OK,takut kehilangan pekerjaan,0.3
9714,Jumadi Uwais,4/27/2020,3/6/2026,male,28.51,S1,Belum Menikah,3,Customer Service,Software Engineer,1.82,Corporate,51-200 orang,5-8 juta,Tidak,Malam,,1.72,5.18,,Medium,1,9.84,8.42,23:00-00:00,1.5,6.28,21.11,12.4,2,Sosial,Baik,6.11,10,,5.6,4.71,,6.12,1.46,3.42,7.15,Tidak Ada,Tidak Ada,Tidak,5.49,Netral,Tidak Ada,okay,overwhelmed,0.82
kry_3664,"R.A. Zulfa Putra, M.M.",3/4/2021,14/10/2021,P,31.19,S3,Menikah,1,HR,Junior Developer,4.41,Startup,> 1000 orang,,Tidak,,7.45,1.68,6.77,-2,Berat,3,4.6,4.5,22:00-23:00,0.73,0.26,56.92,9.71,1,Tidak,teratur,7.09,2.43,4.81,4.31,3.86,,,6.96,7.87,4.32,Sakit Perut,Tidak Ada,Tidak,2.69,-,Ada,Baik,tidak semangat kerja,
8896,"Puti Suryono, M.Farm",1/5/2019,2/10/2021,Laki-laki,25.69,S1,Menikah,0,Finance,Marketing Staff,6.01,Swasta,51-200 orang,5-8 juta,,08:00-17:00,13.3,8,5.5,46.57,Sedang,3,7.4,4.18,22:00-23:00,0.68,2.68,51.31,6.91,6,Tidak,Buruk,,4.26,8.13,4.32,6.15,5.43,5.23,7.38,5.71,3.95,sakit kepala,Tidak Ada,Belum Pernah,4.19,Tidak Aman,Tidak Ada,Baik,kurang tidur terus,0.58
EMP20062,Salwa Prakasa,10/18/2019,11/9/2018,Laki-laki,18,Magister,Menikah,2,Operations,Sales Manager,12.61,Swasta,tidak tahu,5-8 juta,Kadang,Pagi,6.81,5.48,5.67,0,Ringan,4,6.66,5.09,00:00-01:00,0.63,1.82,66.25,2.16,0,social smoker,Cukup,9.09,10,,5.82,5.92,4.87,4.79,3.43,6.82,9.81,Tidak Ada,Kecemasan,Belum Pernah,7.38,Aman,Ada,Bad,kurang tidur terus,0.62
E25822,Yance Prayoga,,3/1/2025,perempuan,26.69,S2,Menikah,2,IT,Finance Manager,3.53,Freelance,10-50 orang,8-12 juta,Ya,,8.5,0.71,5.94,3,ringan,4,2.35,8.72,21:00-22:00,,0.21,51.36,7.57,3,Ya,Sehat,3.93,8.31,6.88,9.84,6.61,5.64,4.62,3.49,8.84,6.32,Tidak Ada,Tidak Ada,Tidak,6.78,Aman,Tidak Tahu,Cukup,stress karena deadline,
EMP25412,"Drs. Wardi Nababan, S.Psi",,1/13/2019,Laki-laki,39.44,SMA/SMK,belum menikah,0,ENGINEERING,Project Manager,N/A,Swasta,> 1000 orang,5-8 juta,T,WFH bebas,7.31,2.71,5.82,5,Sedang,4,8.18,6.68,> 02:00,N/A,0.91,28.77,10.88,5,Tidak,Baik,8.98,6.45,,5.01,6.25,5.5,5.96,4.54,5.07,2.74,tidak ada,Tidak Ada,Online Konseling,5.8,Tidak Aman,Tidak Ada,Cukup Baik,merasa tidak dihargai,0.46
16822,Kemal Hakim,,11/5/2023,Perempuan,26.39,sma,Menikah,1,Keuangan,Software Engineer,,Corporate,51-200 orang,5-8jt,Iya,Fleksibel,6.38,1.62,4.83,7,Ringan,4,4.79,,tidak ingat,,2.79,14.06,12.08,2,Tidak,Cukup,10,-6.42,6.49,5.79,4.84,1,8.61,,6.65,5.44,Mual,anxiety,Ya,6.7,Aman,Tidak Ada,Baik,gaji tidak cukup,0.63
EMP14137,Ir. Ella Samosir,26/07/2025,12-Jun-18,Laki-laki,tidak tahu,SMA,Belum Menikah,2,Penjualan,HR Manager,3.11,Swasta,< 10 orang,3-5 juta,,Malam,12.04,3.48,6.34,3,Sedang,4,4.63,unknown,23:00-00:00,0.4,,29.9,10.42,1,,buruk,5.82,8.86,5.9,3.81,5.01,2.38,10,3.26,9.45,6.1,Jantung Berdebar,Tidak Ada,Sedang Menjalani,6.48,,Ada dan Efektif,Buruk,sering merasa lelah,0.71
KRY01121,Michelle Kuswandari,7/24/2018,11/5/2018,P,36.74,S2,Divorced,9.96,Support,Operations Staff,4.06,Startup,Enterprise,12-20 juta,Ya,Siang,10.03,1.57,4.89,,Sedang,1,4.34,6.19,> 02:00,0,0.62,203.28,,3,Tidak,Buruk,10,2.78,5.71,1,,3.62,30.23,3.89,3.68,5.04,Tidak Ada,Tidak Pernah Didiagnosis,Belum Pernah,7.51,Aman,Tidak Tahu,Cukup Baik,,0.8
E29501,,11-Oct-24,2/15/2025,P,-28.57,s1,Belum Menikah,2,Engineering,Project Manager,5.94,Startup,Enterprise,5-8 juta,T,Pagi,9.74,2.33,5.37,4,Sedang,1,5.05,10,jam 11,0.16,0.58,51.11,7.2,1,no,Baik,6.24,,5.9,3.9,6.4,1.8,7.04,5.24,3.55,7.69,Jantung Berdebar,tidak ada,,,Aman,Ada tapi Jarang Dipakai,Baik,  ,1
KRY02501,Jaswadi Nashiruddin,12/25/2023,16-Dec-19,Perempuan,32.99,S1,Menikah,1,Engineering,Business Development,3.18,BUMN,201-500 orang,8-12 juta,Tidak,22:00-06:00,-9.47,,5.03,42.04,ringan,3,6.88,6.12,22:00-23:00,14.13,0.25,21.42,5.37,2,Tidak,Sehat,4.88,,3.2,5.23,5.45,6.43,4.44,4.86,3.75,,mata lelah,Anxiety,Sudah Pernah,6.47,Cukup Aman,Tidak Tahu,Tidak Baik,kadang2 stress,0.74
kry_20224,Darmana Dongoran,4-Dec-18,6/8/2023,Perempuan,26.15,S1,Belum Menikah,1,,Finance Analyst,1.99,Corporate,51-200 orang,12-20 juta,Y,Siang,4,3.07,6.52,2,Berat,,4.47,6.15,Tidak Tentu,1.22,1.37,30.81,7.99,5,Tidak,Buruk,-8.28,4.65,1,2.44,4.36,4.6,7.43,6.69,10,29.41,Insomnia,Tidak Tahu,Belum Pernah,1.6,Sangat Aman,Ya,Baik,tidak ada keluhan,0.69
EMP29807,Daruna Wasita,0000-00-00,15-Nov-23,Perempuan,-19.09,-,Menikah,2,Customer Service,UI/UX Designer,5.29,Pemerintah,10-50 orang,< 3 juta,Hybrid,Pagi,10.82,1.75,4.2,4,,0,4.42,7.29,> 02:00,0.4,1.2,42.25,8.94,1,tidak,Buruk,1,5.78,3.17,7.89,1.41,,tidak tahu,6.16,7.8,2.46,Nyeri Punggung,Tidak Ada,Ya,3.91,Sangat Tidak Aman,Tidak Tahu,buruk,merasa tertekan,0.73
ID3293,KH. Darmaji Melani,Feb-19,11-Jan-24,Laki-laki,37.94,sma,Menikah,1,Engineering,Finance Manager,0.69,Corporate,201-500 orang,tidak mau menyebutkan,Hybrid,Pagi,,1.18,5.77,3,ringan,5,5.58,1.49,12 malam,0.63,0.9,87.38,8.64,1,Ya,Tidak Teratur,9.2,10,5.72,3.19,5.25,2.63,7.05,2.8,6.75,5.84,Nyeri Punggung,Tidak Ada,Tidak,5.29,Tidak Aman,Ada tapi Tidak Efektif,Cukup Baik,  ,0.98
KRY13300,Radika Oktaviani,2/25/2019,1/27/2021,female,28.17,Sarjana,Menikah,0,Procurement,Akuntan,0.45,Startup,< 10 orang,5-8 juta,Kadang,Fleksibel,9.08,1.77,6.17,5,Sedang,4,3.49,4.72,jam 10,0.88,0.17,47.04,,0,Tidak,Baik,7.82,5.71,7.95,,5.72,2.07,,,4.8,5.95,Tidak Ada,depresi,Ya,2.92,Cukup Aman,tidak tahu,Buruk,stress karena deadline,0.74
KRY01839,"Ir. Anita Rajasa, M.Farm",11/10/2024,19-11-2020,Perempuan,,S1,menikah,1,Finance,Business Development,4.41,,501-1000 orang,8-12 juta,Tidak,Siang,65.67,,3.63,,Overwhelmed,,6.49,5.6,22:00-23:00,,0.01,66.17,10.9,5,Tidak,Teratur,7.54,9.51,,8.81,,5.73,6.81,6.39,2.22,8.73,nyeri punggung,,Tidak,4.05,Cukup Aman,Tidak Tahu,Cukup,kadang2 stress,0.97
ID385,dr. Dasa Marbun,29-03-2024,8/28/2021,Perempuan,,S2,Menikah,0,Finance,Software Engineer,6.71,NGO,51-200 orang,3-5 juta,Ya,12:00-21:00,8.96,0.17,5.71,5,berat,2,7.41,6.56,21:00-22:00,0.4,,72.23,10.54,,Tidak,tidak teratur,6.77,10,3.03,8.59,,,3.62,8.38,34.4,8.2,Mata Lelah,Kecemasan,Tidak Ada Akses,2,Netral,Ada tapi Jarang Dipakai,OK,gaji tidak cukup,0.35
28586,Balapati Maryadi,23/03/2020,12/9/2020,Laki,32.76,SMA,Menikah,1,Customer Service,Product Manager,0.11,BUMN,> 1000 orang,12-20 juta,kadang,Siang,7.75,4.23,6.23,6,Ringan,2,4.07,1.13,22:00-23:00,1.07,1.27,34.47,9.12,1,Tidak,Teratur,2.25,4.85,,5.46,6.44,-,1.91,,,1.43,Mata Lelah,tidak mau menyebutkan,Tidak Ada Akses,5.38,Tidak Aman,Ada,Sangat Buruk,Sering Merasa Lelah,0.48
ID7105,Heru Susanti,15-Dec-19,7/13/2018,Perempuan,28.33,S1,N/A,0,Ops,Senior Software Engineer,2.28,,201-500 orang,5-8jt,Y,Fleksibel,12.59,3.99,6.28,1,berat,1,6.63,7.12,tidak tentu,0.44,0.32,8.66,11.06,0,Tidak,Buruk,5.98,,6.29,7.52,5.38,5.48,6.9,8.61,7.71,4.78,Sakit Kepala,Kecemasan,tidak,2.88,,Kurang Tahu,Cukup,gaji tidak cukup,0.68
ID23888,,0000-00-00,6/18/2018,Laki-laki,33.24,S1,Married,0,Pemasaran,Backend Developer,8.01,Startup,< 10 orang,8-12 juta,Tidak,Fleksibel,12.95,3.24,4.59,21.48,Ringan,3,7.48,1,,1.41,2.36,,10.19,1,No,Tidak Teratur,5.23,4.36,2.89,5.68,3.54,4.82,10,,7.46,8.42,Tidak Ada,Tidak Ada,Tidak,,Sangat Aman,Tidak Ada,Tidak Baik,sering sakit kepala,0.6
KRY17934,Artawan Halimah,0000-00-00,1/28/2025,,26.88,S2,Menikah,1,Finance,Senior Software Engineer,4.51,Swasta,51-200 orang,> 30 juta,Ya,Malam,78.45,2.87,5.96,3,Sedang,4,3.08,6.33,00:00-01:00,1.09,1.66,,11.43,5,Ya,Cukup,8.42,5.19,4.02,10,1.1,4.27,3.31,6.05,9.33,3.87,Insomnia,Kecemasan,Tidak,8.32,Aman,Tidak Ada,cukup baik,baik-baik saja,0.48
ID15936,Ella Putra,15-11-2021,5/3/2019,perempuan,18,S2,Menikah,2,CS,data analyst,0.9,WFH,Oct-50,3-5 juta,NO,Pagi,7.57,0.45,3.88,3,Ringan,1,6.46,1.8,23:00-00:00,1.41,2.53,37.06,7.52,1,Tidak,Baik,6.7,9.48,3.86,,4.92,4.47,5.81,6.59,3.27,-6.13,Sakit Kepala,Tidak Ada,Belum Pernah,5.9,Cukup Aman,Tidak,Sangat Buruk,tidak ada work life balance,0.44
E29699,"Dr. Raisa Pranowo, S.I.Kom",3/16/2023,28-Jan-20,pr,29.22,S1,menikah,0,Data,HR Manager,7.48,BUMN,10-50 orang,8-12 juta,NO,Malam,13.01,,60.91,4,Sedang,2,4.57,2.34,23:00-00:00,0.52,2,38.84,N/A,3,No,Buruk,8.54,,7.32,4.36,4.79,3.74,-7.03,10,4.93,1.59,None,Tidak Ada,Ya,-3.43,Cukup Aman,,OK,baik-baik saja,0.84
EMP03115,Tgk. Samsul Kuswoyo,19-07-2019,20/02/2020,Laki-laki,-31.72,,Menikah,2,HR,Senior Software Engineer,69.96,Swasta,501-1000 orang,< 3 juta,Tidak,Pagi,9.65,3.32,6.38,9,Medium,3,4.48,7.4,21:00-22:00,,4.6,18.26,11.25,2,Tidak,tidak tahu,6.3,5.42,7.45,,4.12,3.7,7.36,4.76,,6.97,cape banget,Tidak Ada,Ya,3.88,Tidak Aman,Tidak,Baik,,0.36
